,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
13,OPERATIONAL,"{'location': {'lat': 45.42059159999999, 'lng': 11.8756038}, 'viewport': {'northeast': {'lat': 45.4219845302915, 'lng': 11.8770220302915}, 'southwest': {'lat': 45.4192865697085, 'lng': 11.8743240697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,PAPA SWAGGER - Nigerian Restaurant,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107036243515168654395"">Taiwo Olatunji</a>'], 'photo_reference': 'ATKogpcPHjZTgj6n1kfEfbdSycBpLvdhiRxw7qQHj5mNewLfwjrxzKrXmb6AsjgyAiJjhDjPDf4LDl2j9SJ6hzYk1mwiAddb0jguhod7ZLHaOmn_9iGsqytAbUGlq0aUKiafY4wlFhy9R0f_22_hweO8qn6LmgHOPW6WvKGUAwRR2WMgpCuyzmeI_dtnOKgA29eikGLB3acY2e4yYsb_xjgXBPMem4n-UMU7g3OVHUC3sL7gZsOluebkiyswclL_FLnr4VxDlGQpuDZFlYYT7Nsgc-j4xgiJIqTQmyvwVeQQTVwGp319L_4gc1UO26NUAI4-rLZq7VED4qevMVNCJ3bnY0bTpIigk5R2Uj3kae66ro4n_uAe_OwP3RgcT1PdFgm-4nNUOkMI6qw21axKrnJr05kXdGvdwvL1CDibLaCnHZpyRy6v2DGBLwLm-PpsLodrjSbWeXmdIUu7euwqSNRTGnlwET7gl6OcPPfsweOEcIPvIFNZeuAsDa6ZZtldN4alI_LFfcJaZ6GSernkkn02bKjGoNFtAcC6H9RVT6DSUznz8tsQ6NbMXhebWcQpnpASKXQ_fjm-Kdp08YpKqMXGFTPtaCU34az-NmRrBODtLzE4-jHp5A06QDHMMRXnGbjndiN3PW5t', 'width': 3264}]",ChIJVQpeTMjbfkcRO-0mN8yTnUo,"{'compound_code': 'CVCG+66 Padua, Province of Padua, Italy', 'global_code': '8FQHCVCG+66'}",4.0,ChIJVQpeTMjbfkcRO-0mN8yTnUo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",12.0,"Via Annibale da Bassano, 25, Padova",,
14,OPERATIONAL,"{'location': {'lat': 45.4170697, 'lng': 11.8665151}, 'viewport': {'northeast': {'lat': 45.41853993029149, 'lng': 11.8681230302915}, 'southwest': {'lat': 45.4158419697085, 'lng': 11.8654250697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizza al Taglio da Beppe,{'open_now': True},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108382374956797258540"">Pietro Andrigo</a>'], 'photo_reference': 'ATKogpdjGwSy_tlGvb2aLwQQCAEL9U97gyLJB5_eV5EgnPVxsdO91_wPlE9Lyw9ENRyAf0nD2WXAYduDp4QZjmpnfYtNMMXn93mLzhjVaDToJV64Jio_AR4BRyaPQzBSWRytOuDubUIRo4LVIxEwTjmcXfNEAUsuAlgR5Pd3q-IuJERBx3-Dpq5PU573qiGl5dNGTNZFer6r75ctWvYBCLKaucH22WHrCzW0w2MXTL4HjbtG7pDZl8jQTEFiabll21fV35L0FUjPuvqG4Sbw3A7egLY4Wv2EGzZbzRKOjLW6KGsCdsNAAKyKDfRVEr88issFGXP0vsdQw5lTcHj7VtrPwF_RUygqLy3UAzHLXqLlLvRhtvIRiccNI9hAJcV0MbqRjGc5ilh-veZju1KryZQxL73Cmh3gLhvXIAcODskQP2-oNv7NgvP9JWJL0PoKi2heC1FZrYxiCg0Ya8_GDWB5-mLykGkr_xrg9IzX67Zv71LjG64OABsyUDIhzp2km5zD7FaX7R90BtPiFlxRNPD6vVNjy7EdNMG-SQ2RR33XeNCtbNBu_yDFEC8z7znTBqhTp5tf_cASs-DkhMj-0DG7a7CwxtlnAFSpwcJkx6QsI7G-OgZIuJU3-ND77wU-uLb9hh0rFPKv', 'width': 4160}]",ChIJYxZwiT_afkcRA2DC8Zk_0wU,"{'compound_code': 'CV88+RJ Padua, Province of Padua, Italy', 'global_code': '8FQHCV88+RJ'}",4.4,ChIJYxZwiT_afkcRA2DC8Zk_0wU,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",213.0,"Via Beato Pellegrino, 200, Padova",1.0,
16,OPERATIONAL,"{'location': {'lat': 45.4234705, 'lng': 11.8782627}, 'viewport': {'northeast': {'lat': 45.4248443302915, 'lng': 11.8796037802915}, 'southwest': {'lat': 45.4221463697085, 'lng': 11.8769058197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Giuly Sajonara,{'open_now': True},"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117155481747353052711"">Nico Frasson</a>'], 'photo_reference': 'ATKogpcJekCxCHFSHLdsIjsKGh7HLuUfIn6tvCT1Gjlbvj43kyVbX7dc6OwPs1WigyMgBzuhtj-dhFu4RFu03xsCwhZlvNAhKuOu3ol8bMLrR0BBg9c54UgXhtGa4SsV3mw_IFGvJXjjmGcDcVtpOC9KDobMN8Dg4SdY7-YI28oX-Ud9nASDSpVT4X-6M6nTNF4tL5CLxvOXkfQ5Pqy0pw2r0hdhrvKnSq2kQYfLTEx36vCKm3s-YOhrnRGgC4XuHfmLLe4Aqo5t0jpnze4YE5iRoDV8wVYpAEVTwHAN8UA1oeIGRFNLgSsArHI_bV-_CInsIj9fD-PZ8cxLDCFhyjRdveeT3Wquzgw8HCT3GMj5DXRSM3wfuJQDS5Cw1kDdfFQmZf-0JpSAMrX5mEMgw6GRk4x0HrALjDFUci6eSwPq6qijN7bLigYeaGIWa_cQTO0hVnk8IUKjTZACQtusCuiWxIts_sGCBRxRO2w-39TetF-0p8Zihoj-PJnkhfV7Xd1pU4c6pz3c8HTUqv7QDWncoVjAJ7qX7ovMxEEAnXAY55T1neHHWp81AFMbFe1OwO9DmGdKEXboUIqfIQGqXUmh2ECsp3LbL2j7InG7iRegxEHCEWzw2b941-aev_CWXmkzSXXVrXY1', 'width': 3060}]",ChIJ4_lW527afkcRRPJDmh-2smk,"{'compound_code': 'CVFH+98 Padua, Province of Padua, Italy', 'global_code': '8FQHCVFH+98'}",4.2,ChIJ4_lW527afkcRRPJDmh-2smk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",219.0,"68 Via Buonarroti Michelangelo, Padova, PD 35135, Padova",2.0,
17,OPERATIONAL,"{'location': {'lat': 45.4247458, 'lng': 11.8781008}, 'viewport': {'northeast': {'lat': 45.4260763302915, 'lng': 11.8796122802915}, 'southwest': {'lat': 45.4233783697085, 'lng': 11.8769143197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pizzeria Sotto Casa,{'open_now': True},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103359930732719323291"">Pizzeria Sotto Casa</a>'], 'photo_reference': 'ATKogpcDxwAoHWg2IiOffSmIw-Sc4Im0MYdSwrjzzfptTJqf7Jx0T5aZduvvW6LOP7ZH-ZxcLESHbCbsSy_LuDeUnzoBBFmGYliooqhCY9v-51xwbD2Rl3tZSoWR0WF4UC50lfE1vsgE1BtnTKgWLFxjwRfCjSZ8n4UzEmdhcVllEkgrKj2jy551WYhoffF5TXIOQyH2HI-8zBnGS2xSdLlqycg_anXxQP3YK7tNQD6h4TQ4qMCPSMpgW_gIzDUGECeu-PZGYJvUZg3__HAb2r82isbPWg1QmIlJzat1ccxcugx5BIhJ5U7SnnKPuxVsctqK_JW7yVUBcI4', 'width': 4032}]",ChIJGz0bWm7afkcRuXfLmdh88-U,"{'compound_code': 'CVFH+V6 Padua, Province of Padua, Italy', 'global_code': '8FQHCVFH+V6'}",4.1,ChIJGz0bWm7afkcRuXfLmdh88-U,GOOGLE,"['meal_delivery', 'cafe', 'store', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",884.0,"Via Michelangelo Buonarroti, 121, Padova",1.0,
18,OPERATIONAL,"{'location': {'lat': 45.4233796, 'lng': 11.8770797}, 'viewport': {'northeast': {'lat': 45.4247645302915, 'lng': 11.8785391802915}, 'southwest': {'lat': 45.4220665697085, 'lng': 11.8758412197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Festa della comunità SS Trinità,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116411215325257465154"">dr. Alessio Gobbis</a>'], 'photo_reference': 'ATKogpf9c3_s__4fGFDqS_bVg9MvRf3hdoWbJX0MnscE6xKP7qdJydLFYhcQ5KFRicoqm0RvY3nYUHFRecKpibHM_oDBmpVJD4AB9Sli-xUTW-f4YK45qt2O9WDgsbnL2xmvsvxrr648CAW4oaxqR5h_uTynggiGiqiHDLskvBMuFMr0Ly4GrvbdqbrHTXcPYi6ePi73YxPc55xpcfxzz6qrVLlizhV1-ET1VOynJVzp4aUScydLtSQVXbVgP67jqmAhJS1gL67LNaZfbSXccF8Lynsl8g5oeMcEZ82QLjzpfWwaIwNGLtXLtO6teQUn0c0Updb_tn5rj4R7MnjzgRjiONug8ALl8RvkKIQaKYYDeh5dcnNPOTR8c3oTt0gPcKK8FMcmjzVof9Fj7gL8f9KYNPaDOHTGrJhX3-N_ZyDWyYnwlfKdF_1bqFExJZZjEA5MzKlOeV6OwcnrhW1KHtPFOQ3pSdYckDdG1EwW0NqGaZIvXkZKa0wXA7AgoS3urGG86PLp4ZczVF7mIIfWIv1S4M-zkVArrSgTD1ZJFQ4c2wTHGEzar5FpCLqozD7XIwDcvkkzq3Mn_x2JE7VLL4SLB1fFgOI-umjBI4BP5hmaIBhmhUTbbetVpSbd_XEHoGIA6OvP_bRg', 'width': 4032}]",ChIJU-d5HADbfkcRhGvHxlidsno,"{'compound_code': 'CVFG+9R Padua, Province of Padua, Italy', 'global_code': '8FQHCVFG+9R'}",5.0,ChIJU-d5HADbfkcRhGvHxlidsno,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,"Via Raffaello Sanzio, 11A, Padova",,
19,OPERATIONAL,"{'location': {'lat': 45.4237109, 'lng': 11.8783315}, 'viewport': {'northeast': {'lat': 45.4250642302915, 'lng': 11.8796355802915}, 'southwest': {'lat': 45.4223662697085, 'lng': 11.8769376197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gastronomia Buonarroti,{'open_now': False},"[{'height': 726, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116931004475772275611"">Pasqualino Ferralis</a>'], 'photo_reference': 'ATKogpeGbFKeIKYpoy8LCo7WDnyTN2rQOhRbshWBso28NL_3iDP2C_ofkK9EGSOJiG50VC4AoSN_JKx_jLOZoNEa3ij0_BONhJ6DRm-_PlndG_LyIucKL_p1VB9GsExUAEsF2BpSZJ0WdJ393tTO4N7IRa8jv6UNRcnZanl1JP9Y6haZa8ogaiy1Ou-bwasnTa2GvXd0ojvVEC8TlvqXKE1dwbV70XOunHJghnJI22335fky-Bpg4BjKb4GDbG90-_y2oL8dgSgrg7Tfc-OWdcAFAsLkCE010CPDpppomWnJsjm3BsgSregKRwCrksAH_32L4rmKm44u8jk_4_9XnBxpViFoCRZrzrOwVdOEZpRLseXo_yz09-XQPMUQZl72eqW_wwwwWo5L7W-Xp7hY5nhcsh-GDRhFxN6SNzQrqVwcM0zovxeEQCCJIUkiXquax_njQM66Bo3K-tcfzMmJrZBJ1S9s_9kWavPEnWHuY2KDm036pVmrubcGTcaaw1GnqbcJqv9nODbAbZyVz5rDpb2yR6pcMDe74sRaLbEEiBr-rFErOsymspNnfgyIuHWrBSecjcKQyUKSh4wjf1W5T-QiXEePjyYwCspl5FpaXbsw5S4ha-VDcDyLmeAcpUvMYNkE', 'width': 1491}]",ChIJo6V95G7afkcRyOd_XWFaN54,"{'compound_code': 'CVFH+F8 Padua, Province of Padua, Italy', 'global_code': '8FQHCVFH+F8'}",4.6,ChIJo6V95G7afkcRyOd_XWFaN54,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",62.0,"Via Michelangelo Buonarroti, 78, Padova",,
20,OPERATIONAL,"{'location': {'lat': 45.4258124, 'lng': 11.8788316}, 'viewport': {'northeast': {'lat': 45.4271723302915, 'lng': 11.8801008802915}, 'southwest': {'lat': 45.42447436970851, 'lng': 11.8774029197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizzeria Ryan,{'open_now': True},"[{'height': 1789, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112448149301240778432"">Marcello detto Ermo</a>'], 'photo_reference': 'ATKogpft49S14Ezr1mod-BddEpeizfZ1KcsiHEKfO72ko64PztqEwc9HWEYGkmfLqNry1d4KpYuoNWNDLdDt30n9U-r9Sx7HJf59PBGGpgKXqjO-UfH9G9My0ZfRuGCcWZ190aXFL46XN3N3t4sUiP95CUqNP00b6cDCneWOZ0zLZdDfC55JVROzvdteQ5spahOjF99neH-AfulKktIC3KKiNVZRqAsJZgyqCdBzvZ-ntsPIrI11m4NATuvAbnHDVYoue3X_TQFpfhZJbgeighZgxrdGuUrkRxcWVmjJCSzJBuqwh1ByayWrdnB316fw9cvzWIWT-1KQPAMX0VPZ5cnc0rmH_7fhfy_SpVtBhd95hmjRpFkxBW_OaJswJUDbAzY6l4kYhNleHGo1yHtUoaFzP55npPUJboTyAMVKag5tzZxXOGw_uLhR90E2aEojaRJonpqcvlXajNNeW-n6w9767BNx-322ZxEAqnzxNttOY5pjhTs9m0nMHdtFhEkrfOIf--K8SEI0gkX5Uac7c7KgTV2qfb6iaQPOk1pPGQpGkziX-GtkrYH12_KQOzLxStIe7yfx3U4W979xw0X0vXgCh9ZmERaH7N4Q3WvMryC6WGazj9W5Q_2j_mh0F9-Rprtk', 'width': 2199}]",ChIJ5YWUOW7afkcRSBsdh4J1SYI,"{'compound_code': 'CVGH+8G Padua, Province of Padua, Italy', 'global_code': '8FQHCVGH+8G'}",4.6,ChIJ5YWUOW7afkcRSBsdh4J1SYI,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",194.0,"Via Michelangelo Buonarroti, 128, Padova",,
21,OPERATIONAL,"{'location': {'lat': 45.4253508, 'lng': 11.8724157}, 'viewport': {'northeast': {'lat': 45.4266496802915, 'lng': 11.8737528802915}, 'southwest': {'lat': 45.4239517197085, 'lng': 11.8710549197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bar Trattoria Summer,{'open_now': True},"[{'height': 3975, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107516578476382149485"">Bar Trattoria Summer</a>'], 'photo_reference': 'ATKogpeGIHS4HIbdr-CauOTb7W2UetWOL7w37wARLP0Tp6Vme9bqGAgRWyIV9nJD812j6BI99PP0rtuGJDOPrJ7rv9NSd7ihrf3Axm5zrFRCXiwJKSuaqvaYH8_2P53k88v0Mc9RqQbdDUG2Rs7JMWCiWqIBUv55ln8ZWI7PW5dhqIMC_FX6mh9N7HY23JoGJ89lewDMFgff1ULmhxlIv3JUNJRK9PZoM9gFRmv2MiL0i7pkrDnbbP6ZxPZYx4k-QKR4yv8vKthiduFuBt2Pg_XQ1bRnPwyncuABciCD8APWQlW-Dg_KFd7UfWLkn79wiTp6_eInA8z1548', 'width': 2356}]",ChIJrzsL-b7bfkcR0PiKPd_u-Y0,"{'compound_code': 'CVGC+4X Padua, Province of Padua, Italy', 'global_code': '8FQHCVGC+4X'}",4.5,ChIJrzsL-b7bfkcR0PiKPd_u-Y0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",36.0,"Via Annibale da Bassano, 74b, Padova",1.0,
22,OPERATIONAL,"{'location': {'lat': 45.4212256, 'lng': 11.8780369}, 'viewport': {'northeast': {'lat': 45.4225814802915, 'lng': 11.8793054302915}, 'southwest': {'lat': 45.4198835197085, 'lng': 11.8766074697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizzeria casa della pizza,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109763260540130359579"">Pizzeria casa della pizza</a>'], 'photo_reference': 'ATKogpfO2UetDn3YXqfok8ux5SYLrsdKPbADOeN8CozYRpVAxWzSoX0HTTFrEX1spHTNwmF8zFVNlghBQHGCO_ptm1m0ZTbmcM768mRIRo7v6XDioiDxxr9IqVKc8YTFDgwkPDX8RvFMOTYI8R17m1uiPQWQF2VDEe8BBo9z5ReSG6AVD8qK1JavgiMADrGjHFip-xYJx2x9zXvgLAPU2bBmXOQ3x2O89fQwU2-QJydPuvitoHirbUDmqS5NEx10xnZPHxg0PfHAzJcTCK_nT2LYSWvb4_epVSCOP3TKKmkHNj4U2-dar4OI0Xpoiw1mx0UzUTQrCtECPX8', 'width': 4032}]",ChIJr5tB2cLbfkcR3IIzpGihSfY,"{'compound_code': 'CVCH+F6 Padua, Province of Padua, Italy', 'global_code': '8FQHCVCH+F6'}",4.7,ChIJr5tB2cLbfkcR3IIzpGihSfY,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",69.0,"Via Michelangelo Buonarroti, 14, Padova",,
24,OPERATIONAL,"{'location': {'lat': 45.420458, 'lng': 11.8781479}, 'viewport': {'northeast': {'lat': 45.4218002802915, 'lng': 11.8793067802915}, 'southwest': {'lat': 45.4191023197085, 'lng': 11.8766088197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ristorante Il Crocodillo,,,ChIJR_vA22jafkcRS8fFZbPH0zQ,"{'compound_code': 'CVCH+57 Padua, Province of Padua, Italy', 'global_code': '8FQHCVCH+57'}",,ChIJR_vA22jafkcRS8fFZbPH0zQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Michelangelo Buonarroti, 2, Padova",,
25,OPERATIONAL,"{'location': {'lat': 45.4275393, 'lng': 11.880975}, 'viewport': {'northeast': {'lat': 45.4287982802915, 'lng': 11.8822954302915}, 'southwest': {'lat': 45.4261003197085, 'lng': 11.8795974697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Murano,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117192204608026762273"">Marieanne Revs</a>'], 'photo_reference': 'ATKogpcw5olA0FuP5i8qYq4TSK5jQVK1efr0uLIGjWNyq4WVbmFVE-BUEk1G7UlFieRErnYtAPRlMys6w4qcWxhlqIWKGaj8ffoAeU-H_NXDN_ZcRhQYp9pxyY9FivRoP1r4JT_gr2nzitAoUrvnGauGxin03bmvwZuQawDkMC44TKJVwn91FojI8CIs0qd9MDDn1NdlbdjL9efglE_r75U-w7HS3C9ozXN7NDy2OvamUKZLq2caMh48OKroUc6dh8gjkU17PDsPbsBE8NaV2UormmVxqM3q8DTo_AmOujKdGbBZRtqnd_dUVRZVOqRYSRcE0vIclq6W2ZW3V3JLfP3nSRAFb9k6kECZ5aSqQzjA3OWSWv8d4oUc_Mexhw1zNQrIbcz8cqoS0-q-LJtfVhwb-iCcBw9eP87fWhM7_m2dk0YcMFNy3bhwX7HbSIAsqg_sH67_mSWUdP7TjSlFyj64I1xi2qvFLQy85thSGrsqA4VLfgjb3ZAsStbLLWRIHrtb5Pm7El48v_SVZFnhbr16iNx_OK80T0s37ehrXp2MvdTC4Oo0v3V9aVbEh9ncoksRG5B85XtkvJ7RZGUt8vWDwwreC9yvPiXYvLBCePNo0kGd2c3gVevwuMbS1bmBUhcT_mDSpQ', 'width': 3024}]",ChIJW6B9MHDafkcR89UBU-oMdMs,"{'compound_code': 'CVHJ+29 Padua, Province of Padua, Italy', 'global_code': '8FQHCVHJ+29'}",4.1,ChIJW6B9MHDafkcR89UBU-oMdMs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",233.0,"Via Giovanni Fattori, 1, Padova",1.0,
26,OPERATIONAL,"{'location': {'lat': 45.4207141, 'lng': 11.8801114}, 'viewport': {'northeast': {'lat': 45.4219894302915, 'lng': 11.8815359302915}, 'southwest': {'lat': 45.4192914697085, 'lng': 11.87883796970849}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Osteria Di Fuori Porta,{'open_now': True},"[{'height': 2995, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103291984513775731968"">Osteria Di Fuori Porta</a>'], 'photo_reference': 'ATKogpeB7hbWy1ViqTryLonVnkOlXuRX9g1t8aIUsclg3lLEoWX9w5nmCKnI2W9SFzoAE-kf37YQhs8B_nDuLsIddwvF8XwbPHpTJzpAE9k4wVowcZJxJaTn7JafOxnbltwwsaCifcOl5yt-7gjV-ZDV2_9pYGf587R0XVBO-61drhttYz6ZbLO4vwzIhT89hJGvHuj5GiH8AfNEWHWySGupdLjQT655J4n-SQ8kNm0perxQqg0Q2bBhcJvx7zCnGOOxtCRuQBoedrQX3Nx4ikBpzWfSY-I-gs3i1H4cG7RY5MVMStVuyChUxvV4lWyyJ3Ze_cOLE5_JmM0', 'width': 2995}]",ChIJGT3onmjafkcRVB-53dEILI4,"{'compound_code': 'CVCJ+72 Padua, Province of Padua, Italy', 'global_code': '8FQHCVCJ+72'}",4.5,ChIJGT3onmjafkcRVB-53dEILI4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",688.0,"Via Tiziano Aspetti, 7/A, Padova",2.0,
27,OPERATIONAL,"{'location': {'lat': 45.42234120000001, 'lng': 11.8862446}, 'viewport': {'northeast': {'lat': 45.42378238029151, 'lng': 11.8877383802915}, 'southwest': {'lat': 45.42108441970851, 'lng': 11.8850404197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Paelleria Il Campanile,{'open_now': False},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114214001159766424973"">ID-ENTITY “Identity” SA</a>'], 'photo_reference': 'ATKogpckjkLFbLN27iBUcybXSleuO9gFhpgpzXkSSkJwVlLx6ikLScSiThU8NjX5GF7Bb5lW-m_04GH2eoMetdE-RONErAZdF_hCGzoJBhyQh4l9xuzDGBQ0bKU-H2ntDZIG-_eFVgJFuIXOP_0NTk-ZQx0g2TI6pEtHLoDTbKAlR67eYkBJbN8BemjP_U_GmQm_4wOKg0uWGsfZgQj6Mc5tZC6x2YctWsPy94c7c0kElzNH4jIJ3IPCc88QfjSaPsL-gPPmoyk3jDBC7TaKHKLGt37Zi1lIs-hV3QPHNCGxLcqkzSqjehOkmoEesKmxvrVjgkKyzoiIuvIwFp6q0Lr0iCnl1mIUeK5LOJYNqq1xqA16-sU1J164OExIzy0mro-qHTamZWtvMrYWSSOhCU3ot7wykxIlRcAYRCPsb9v4o-o6FwAO45hI4ai8eKOy1lUZ2zPKv2gjsG8hPtMdrPtMboa5LxpUlvbSSh5gshjYuYYVMPOQUMPKz9Og18eTRfvvw6vaaTRjf2W5q13nRF9DcyQS7tpwLFSKn2nyXTQqs_FrN5Mfm5qvW3JyMHaw-r24fQ_neM1u7eCtqPRXarP3hY893yYmNWA6TuFvUP1eBddDYmKKPwJfU_Q6_xLPHAWQWodvtw', 'width': 4928}]",ChIJE9GbE2TafkcRwHn7PNC66bQ,"{'compound_code': 'CVCP+WF Padua, Province of Padua, Italy', 'global_code': '8FQHCVCP+WF'}",4.0,ChIJE9GbE2TafkcRwHn7PNC66bQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1073.0,"Via Niccolò Pizzolo, 3, Padova",1.0,
28,OPERATIONAL,"{'location': {'lat': 45.4170398, 'lng': 11.8793269}, 'viewport': {'northeast': {'lat': 45.4184473302915, 'lng': 11.8806794802915}, 'southwest': {'lat': 45.4157493697085, 'lng': 11.8779815197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,McDonald's,{'open_now': False},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105460758263685452205"">McDonald&#39;s Padova Esterno Stazione</a>'], 'photo_reference': 'ATKogpcmleH-Cvc89PytZ4eYPWjgbuCRyEcI5knbYL5SLFKb65mI23NHNpRzQp1HhhMIJl5A0jB54jas8ke17_xg_FXr1Aa0e8ZTms0kND10m-Om-TevCrGGAkgbNGQKfMLGOwmh_brwawXRVAlUHksBkdofmo0q9IPkVTqDLzcuJTQhvXyhlmj69RhUFsbG0qD8ALTaHxGaPUguE_fd7yHgWImr107jlFR_mf5VoHi6kvXhGh1Kgnp0JefsUyyi0KZ-Eg3hzjZo4Fz_j6mcGfF1zOTjyZT0br46kcCm3-q58GG2xSOMTAIq1pfmdszb5BKGxc6GFTH3w4M', 'width': 4928}]",ChIJndkoTl3afkcRDto-rckMt7o,"{'compound_code': 'CV8H+RP Padua, Province of Padua, Italy', 'global_code': '8FQHCV8H+RP'}",3.2,ChIJndkoTl3afkcRDto-rckMt7o,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",3196.0,"Piazzale della Stazione, 5, Padova",1.0,
